"Název produktu (CZ)","Kolekce (CZ)","Popis (CZ)","SKU","Cena (€)","Lokální obrázky","Online obrázky","Původní název","Původní kolekce","Původní popis","Značka","Dostupnost","URL produktu"
"Elegantní automatická peněženka z kůže a kovu","Blue Square 2","Objevte dokonalou kombinaci elegance a funkčnosti s naší automatickou peněženkou, která spojuje moderní design s vysoce kvalitními materiály. Vyrobena z prvotřídní kůže a odolného kovu, tato peněženka je nejen stylovým doplňkem, ale také praktickým pomocníkem pro každodenní použití.","PP4825B2BLR-BLU2","50.00","images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg; images\credit-card-case-with-sliding-system-pp4825b2blr\10_PP4825B2BLR-G_DETT100.jpg","https://cdn.shopify.com/s/files/1/0616/7258/7444/files/PP4825B2BLR-BLU2_1.jpg?v=1749235388","Portacarte uomo automatico","Blue Square 2","Portacarte uomo automatico in metallo e pelle","Piquadro","Skladem",""
"Elegantní automatická peněženka z kůže a kovu","Flow","Objevte dokonalou kombinaci elegance a funkčnosti s naší automatickou peněženkou, která spojuje moderní design s vysoce kvalitními materiály. Vyrobena z prvotřídní kůže a odolného kovu, tato peněženka je nejen stylovým doplňkem, ale také praktickým pomocníkem pro každodenní použití.","PP5649S138R-AV","48.00","images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg; images\credit-card-holder-case-in-metal-pp5649s138r\10_PP5649S138R-AV_DETT2.jpg","https://cdn.shopify.com/s/files/1/0616/7258/7444/files/PP5649S138R-AR_1.jpg?v=1754489141","Portacarte uomo automatico","Flow","Portacarte uomo automatico in metallo e pelle","Piquadro","Skladem",""
"Elegantní automatická peněženka z kůže a kovu","Blue Square 3","Objevte dokonalou kombinaci elegance a funkčnosti s naší automatickou peněženkou, která spojuje moderní design s vysoce kvalitními materiály. Vyrobena z prvotřídní kůže a odolného kovu, tato peněženka je nejen stylovým doplňkem, ale také praktickým pomocníkem pro každodenní použití.","PP5649B3R-N","69.00","","https://cdn.shopify.com/s/files/1/0616/7258/7444/files/PP5649B3R-CU_1.jpg?v=1749235538","Portacarte uomo automatico","Blue Square 3","Portacarte uomo automatico in metallo e pelle","Piquadro","Skladem",""
"Elegantní tenká peněženka na karty z kvalitní kůže","Blue Square 3","Přivítejte styl a praktičnost v jednom s naší elegantní tenkou peněženkou na karty z kvalitní italské kůže. Tento sofistikovaný doplněk je ideálním společníkem pro moderního muže, který si cení jak vzhledu, tak funkčnosti. Díky pečlivému zpracování a výběru nejlepších materiálů je peněženka nejen krásná, ale také mimořádně odolná a trvanlivá.","PP2762B3R-BLU4","80.00","images\pocket-credit-card-pouch-pp2762b3r\10_PP2762B3R-TM_1.jpg; images\pocket-credit-card-pouch-pp2762b3r\10_PP2762B3R-TM_1.jpg; images\pocket-credit-card-pouch-pp2762b3r\10_PP2762B3R-TM_1.jpg; images\pocket-credit-card-pouch-pp2762b3r\10_PP2762B3R-TM_1.jpg; images\pocket-credit-card-pouch-pp2762b3r\10_PP2762B3R-TM_1.jpg; images\pocket-credit-card-pouch-pp2762b3r\10_PP2762B3R-TM_1.jpg; images\pocket-credit-card-pouch-pp2762b3r\10_PP2762B3R-TM_1.jpg; images\pocket-credit-card-pouch-pp2762b3r\10_PP2762B3R-TM_1.jpg; images\pocket-credit-card-pouch-pp2762b3r\10_PP2762B3R-TM_1.jpg; images\pocket-credit-card-pouch-pp2762b3r\10_PP2762B3R-TM_1.jpg; images\pocket-credit-card-pouch-pp2762b3r\10_PP2762B3R-TM_1.jpg; images\pocket-credit-card-pouch-pp2762b3r\10_PP2762B3R-TM_1.jpg; images\pocket-credit-card-pouch-pp2762b3r\10_PP2762B3R-TM_1.jpg; images\pocket-credit-card-pouch-pp2762b3r\10_PP2762B3R-TM_1.jpg; images\pocket-credit-card-pouch-pp2762b3r\10_PP2762B3R-TM_1.jpg","https://cdn.shopify.com/s/files/1/0616/7258/7444/files/PP2762B3R-BLU4_1.jpg?v=1749236468","Portacarte uomo sottile","Blue Square 3","Portacarte di credito uomo sottile in pelle","Piquadro","Skladem",""
"Elegantní tenká peněženka na karty z kvalitní kůže","Modus","Přivítejte styl a praktičnost v jednom s naší elegantní tenkou peněženkou na karty z kvalitní italské kůže. Tento sofistikovaný doplněk je ideálním společníkem pro moderního muže, který si cení jak vzhledu, tak funkčnosti. Díky pečlivému zpracování a výběru nejlepších materiálů je peněženka nejen krásná, ale také mimořádně odolná a trvanlivá.","PP2762MOSR-BLU","80.00","images\pocket-credit-card-pouch-pp2762mosr\1_PP2762MOSR-BLU_1_0b8e208b-9d83-4d65-8b1e-b5b6e0558b7a.jpg; images\pocket-credit-card-pouch-pp2762mosr\1_PP2762MOSR-BLU_1_0b8e208b-9d83-4d65-8b1e-b5b6e0558b7a.jpg; images\pocket-credit-card-pouch-pp2762mosr\1_PP2762MOSR-BLU_1_0b8e208b-9d83-4d65-8b1e-b5b6e0558b7a.jpg; images\pocket-credit-card-pouch-pp2762mosr\1_PP2762MOSR-BLU_1_0b8e208b-9d83-4d65-8b1e-b5b6e0558b7a.jpg; images\pocket-credit-card-pouch-pp2762mosr\1_PP2762MOSR-BLU_1_0b8e208b-9d83-4d65-8b1e-b5b6e0558b7a.jpg; images\pocket-credit-card-pouch-pp2762mosr\1_PP2762MOSR-BLU_1_0b8e208b-9d83-4d65-8b1e-b5b6e0558b7a.jpg; images\pocket-credit-card-pouch-pp2762mosr\1_PP2762MOSR-BLU_1_0b8e208b-9d83-4d65-8b1e-b5b6e0558b7a.jpg","https://cdn.shopify.com/s/files/1/0616/7258/7444/files/PP2762MOSR-BLU_1_0b8e208b-9d83-4d65-8b1e-b5b6e0558b7a.jpg?v=1749236484","Portacarte uomo sottile","Modus","Portacarte di credito uomo sottile in pelle","Piquadro","Skladem",""
"Elegantní tenká peněženka na karty z kvalitní kůže","Blue Square 2","Přivítejte styl a praktičnost v jednom s naší elegantní tenkou peněženkou na karty z kvalitní italské kůže. Tento sofistikovaný doplněk je ideálním společníkem pro moderního muže, který si cení jak vzhledu, tak funkčnosti. Díky pečlivému zpracování a výběru nejlepších materiálů je peněženka nejen krásná, ale také mimořádně odolná a trvanlivá.","PP2762B2R-MO","80.00","images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg; images\pocket-credit-card-pouch-pp2762b2r\10_PP2762B2R-G_DETT2.jpg","https://cdn.shopify.com/s/files/1/0616/7258/7444/files/PP2762B2R-BLU2_1_975067c9-878a-4bba-a533-0029717d2f09.jpg?v=1754399440","Portacarte uomo sottile","Blue Square 2","Portacarte di credito uomo sottile in pelle","Piquadro","Skladem",""
"Elegantní štíhlý kožený držák karet s mincovníkem","Blue Square 2","Objevte perfektní spojení elegance a funkčnosti s naším štíhlým koženým držákem karet od značky Piquadro. Tento vkusný doplněk je vyroben z vysoce kvalitní italské hovězí kůže, která je nejen odolná, ale také neskutečně příjemná na dotek. S jeho decentním designem se dokonale hodí jak na formální, tak na neformální příležitosti.","PP6561B2R-N","80.00","images\men-s-slim-credit-card-wallet-with-money-pocket-pp6561b2r\10_PP6561B2R-N_DETT1_b242ed9d-6a56-4143-b275-797977b54d2d.jpg; images\men-s-slim-credit-card-wallet-with-money-pocket-pp6561b2r\10_PP6561B2R-N_DETT1_b242ed9d-6a56-4143-b275-797977b54d2d.jpg; images\men-s-slim-credit-card-wallet-with-money-pocket-pp6561b2r\10_PP6561B2R-N_DETT1_b242ed9d-6a56-4143-b275-797977b54d2d.jpg; images\men-s-slim-credit-card-wallet-with-money-pocket-pp6561b2r\10_PP6561B2R-N_DETT1_b242ed9d-6a56-4143-b275-797977b54d2d.jpg; images\men-s-slim-credit-card-wallet-with-money-pocket-pp6561b2r\10_PP6561B2R-N_DETT1_b242ed9d-6a56-4143-b275-797977b54d2d.jpg; images\men-s-slim-credit-card-wallet-with-money-pocket-pp6561b2r\10_PP6561B2R-N_DETT1_b242ed9d-6a56-4143-b275-797977b54d2d.jpg; images\men-s-slim-credit-card-wallet-with-money-pocket-pp6561b2r\10_PP6561B2R-N_DETT1_b242ed9d-6a56-4143-b275-797977b54d2d.jpg; images\men-s-slim-credit-card-wallet-with-money-pocket-pp6561b2r\10_PP6561B2R-N_DETT1_b242ed9d-6a56-4143-b275-797977b54d2d.jpg; images\men-s-slim-credit-card-wallet-with-money-pocket-pp6561b2r\10_PP6561B2R-N_DETT1_b242ed9d-6a56-4143-b275-797977b54d2d.jpg; images\men-s-slim-credit-card-wallet-with-money-pocket-pp6561b2r\10_PP6561B2R-N_DETT1_b242ed9d-6a56-4143-b275-797977b54d2d.jpg; images\men-s-slim-credit-card-wallet-with-money-pocket-pp6561b2r\10_PP6561B2R-N_DETT1_b242ed9d-6a56-4143-b275-797977b54d2d.jpg; images\men-s-slim-credit-card-wallet-with-money-pocket-pp6561b2r\10_PP6561B2R-N_DETT1_b242ed9d-6a56-4143-b275-797977b54d2d.jpg","https://cdn.shopify.com/s/files/1/0616/7258/7444/files/PP6561B2R-BLU2_1.jpg?v=1749235936","Portacarte uomo sottile con porta monete","Blue Square 2","Portacarte uomo sottile in pelle con porta monete","Piquadro","Skladem",""
"Elegantní kožený klíčový přívěsek Piquadro","Blue Square 2","Vylepšete svůj každodenní styl s elegantním koženým klíčovým přívěskem značky Piquadro. Tento přívěsek, zhotovený z vysoce kvalitní italské kůže, spojuje pohodlí a funkčnost s nadčasovým designem. Jeho jemná textura a přírodní vzhled zajistí, že se stane nejen praktickým, ale i estetickým prvkem vašeho každodenního života.","PC4855B2-R","39.00","images\keychain-pc4855b2\1_PC4855B2-BLU2_1.jpg; images\keychain-pc4855b2\1_PC4855B2-BLU2_1.jpg; images\keychain-pc4855b2\1_PC4855B2-BLU2_1.jpg; images\keychain-pc4855b2\1_PC4855B2-BLU2_1.jpg; images\keychain-pc4855b2\1_PC4855B2-BLU2_1.jpg; images\keychain-pc4855b2\1_PC4855B2-BLU2_1.jpg; images\keychain-pc4855b2\1_PC4855B2-BLU2_1.jpg; images\keychain-pc4855b2\1_PC4855B2-BLU2_1.jpg","https://cdn.shopify.com/s/files/1/0616/7258/7444/files/PC4855B2-BLU2_1.jpg?v=1693475097","Portachiavi","Blue Square 2","Portachiavi","Piquadro","Skladem",""
"Elegantní kožený klíč na auto Piquadro","Modus","Představujeme vám elegantní kožený klíč na auto značky Piquadro, který kombinuje luxusní design s funkčností. Tento vysoce kvalitní klíč je vyroben z prémiové italské kůže, která zajišťuje odolnost a dlouhou životnost. Každý detail byl pečlivě navržen tak, aby splnil očekávání moderního muže, který ocení nejen styl, ale také praktičnost.","PC3751MOS-N","50.00","images\keychain-with-carabiner-pc3751mos\1_PC3751MOS-BLU_1_404feb4e-b057-4181-b6a9-ad7ef20adf06.jpg; images\keychain-with-carabiner-pc3751mos\1_PC3751MOS-BLU_1_404feb4e-b057-4181-b6a9-ad7ef20adf06.jpg; images\keychain-with-carabiner-pc3751mos\1_PC3751MOS-BLU_1_404feb4e-b057-4181-b6a9-ad7ef20adf06.jpg; images\keychain-with-carabiner-pc3751mos\1_PC3751MOS-BLU_1_404feb4e-b057-4181-b6a9-ad7ef20adf06.jpg; images\keychain-with-carabiner-pc3751mos\1_PC3751MOS-BLU_1_404feb4e-b057-4181-b6a9-ad7ef20adf06.jpg","https://cdn.shopify.com/s/files/1/0616/7258/7444/files/PC3751MOS-BLU_1_404feb4e-b057-4181-b6a9-ad7ef20adf06.jpg?v=1715870620","Portachiavi auto","Modus","Portachiavi auto in pelle","Piquadro","Skladem",""
"Elegantní kožený klíč na auto Piquadro","Blue Square 2","Představujeme vám elegantní kožený klíč na auto značky Piquadro, který kombinuje luxusní design s funkčností. Tento vysoce kvalitní klíč je vyroben z prémiové italské kůže, která zajišťuje odolnost a dlouhou životnost. Každý detail byl pečlivě navržen tak, aby splnil očekávání moderního muže, který ocení nejen styl, ale také praktičnost.","PC3751B2-R","50.00","images\keychain-with-leather-insert-pc3751b2\10_PC3751B2-N_DETT100.jpg; images\keychain-with-leather-insert-pc3751b2\10_PC3751B2-N_DETT100.jpg; images\keychain-with-leather-insert-pc3751b2\10_PC3751B2-N_DETT100.jpg; images\keychain-with-leather-insert-pc3751b2\10_PC3751B2-N_DETT100.jpg; images\keychain-with-leather-insert-pc3751b2\10_PC3751B2-N_DETT100.jpg; images\keychain-with-leather-insert-pc3751b2\10_PC3751B2-N_DETT100.jpg; images\keychain-with-leather-insert-pc3751b2\10_PC3751B2-N_DETT100.jpg; images\keychain-with-leather-insert-pc3751b2\10_PC3751B2-N_DETT100.jpg; images\keychain-with-leather-insert-pc3751b2\10_PC3751B2-N_DETT100.jpg; images\keychain-with-leather-insert-pc3751b2\10_PC3751B2-N_DETT100.jpg; images\keychain-with-leather-insert-pc3751b2\10_PC3751B2-N_DETT100.jpg; images\keychain-with-leather-insert-pc3751b2\10_PC3751B2-N_DETT100.jpg; images\keychain-with-leather-insert-pc3751b2\10_PC3751B2-N_DETT100.jpg; images\keychain-with-leather-insert-pc3751b2\10_PC3751B2-N_DETT100.jpg","https://cdn.shopify.com/s/files/1/0616/7258/7444/files/PC3751B2-BLU2_1.jpg?v=1693475140","Portachiavi auto","Blue Square 2","Portachiavi auto in pelle","Piquadro","Skladem",""
"Kožený klíčový řetěz s šesti háčky - Elegantní a praktický","Blue Square 3","Portachiavi casa in pelle a sei ganci","PC1397B3-N","85.00","images\key-holder-for-armoured-door-pc1397b3\1_PC1397B3-TM_DETT1.jpg; images\key-holder-for-armoured-door-pc1397b3\1_PC1397B3-TM_DETT1.jpg; images\key-holder-for-armoured-door-pc1397b3\1_PC1397B3-TM_DETT1.jpg; images\key-holder-for-armoured-door-pc1397b3\1_PC1397B3-TM_DETT1.jpg; images\key-holder-for-armoured-door-pc1397b3\1_PC1397B3-TM_DETT1.jpg; images\key-holder-for-armoured-door-pc1397b3\1_PC1397B3-TM_DETT1.jpg","https://cdn.shopify.com/s/files/1/0616/7258/7444/files/PC1397B3-TM_DETT1.jpg?v=1696332477","Portachiavi casa a sei ganci","Blue Square 3","Portachiavi casa in pelle a sei ganci","Piquadro","Skladem",""
"Kožený klíčový řetěz s šesti háčky - Elegantní a praktický","Blue Square 2","Portachiavi casa in pelle a sei ganci","PC1396B2-BLU2","75.00","images\six-hooks-key-ring-pc1396b2\1_PC1396B2-BLU2_1.jpg; images\six-hooks-key-ring-pc1396b2\1_PC1396B2-BLU2_1.jpg; images\six-hooks-key-ring-pc1396b2\1_PC1396B2-BLU2_1.jpg; images\six-hooks-key-ring-pc1396b2\1_PC1396B2-BLU2_1.jpg; images\six-hooks-key-ring-pc1396b2\1_PC1396B2-BLU2_1.jpg; images\six-hooks-key-ring-pc1396b2\1_PC1396B2-BLU2_1.jpg; images\six-hooks-key-ring-pc1396b2\1_PC1396B2-BLU2_1.jpg","https://cdn.shopify.com/s/files/1/0616/7258/7444/files/PC1396B2-BLU2_1.jpg?v=1693476117","Portachiavi casa a sei ganci","Blue Square 2","Portachiavi casa in pelle a sei ganci","Piquadro","Skladem",""
"Elegantní kožený klíčenkový organizér Piquadro","Blue Square 2","Portachiavi casa in pelle; grande","PC1397B2-BLU2","85.00","images\key-holder-for-armoured-door-pc1397b2\10_PC1397B2-MO_DETT2.jpg; images\key-holder-for-armoured-door-pc1397b2\10_PC1397B2-MO_DETT2.jpg; images\key-holder-for-armoured-door-pc1397b2\10_PC1397B2-MO_DETT2.jpg; images\key-holder-for-armoured-door-pc1397b2\10_PC1397B2-MO_DETT2.jpg; images\key-holder-for-armoured-door-pc1397b2\10_PC1397B2-MO_DETT2.jpg; images\key-holder-for-armoured-door-pc1397b2\10_PC1397B2-MO_DETT2.jpg; images\key-holder-for-armoured-door-pc1397b2\10_PC1397B2-MO_DETT2.jpg; images\key-holder-for-armoured-door-pc1397b2\10_PC1397B2-MO_DETT2.jpg; images\key-holder-for-armoured-door-pc1397b2\10_PC1397B2-MO_DETT2.jpg; images\key-holder-for-armoured-door-pc1397b2\10_PC1397B2-MO_DETT2.jpg; images\key-holder-for-armoured-door-pc1397b2\10_PC1397B2-MO_DETT2.jpg; images\key-holder-for-armoured-door-pc1397b2\10_PC1397B2-MO_DETT2.jpg; images\key-holder-for-armoured-door-pc1397b2\10_PC1397B2-MO_DETT2.jpg","https://cdn.shopify.com/s/files/1/0616/7258/7444/files/PC1397B2-BLU2_1.jpg?v=1693475091","Portachiavi casa grande","Blue Square 2","Portachiavi casa in pelle; grande","Piquadro","Skladem",""
"Elegantní kožený klíčenka s USB-C a Lightning kabelem","Blue Square 2","Představujeme vám elegantní koženou klíčenku s integrovanými USB-C a Lightning kabely, která spojuje praktičnost s nádherným designem. Vyrobená z nejjemnější italské kůže, tato klíčenka se vyznačuje vysokou kvalitou zpracování a nadčasovým stylem, který zaujme každého uživatele. Díky pečlivému výběru materiálů je klíčenka nejen odolná, ale také příjemná na dotek.","AC6571B2-MO","39.00","images\leather-key-chain-with-usb-and-lightning-cables-ac6571b2\1_AC6571B2-BLU2_1_5467b710-3eaa-45e4-974f-1d5fcca6dc4c.jpg; images\leather-key-chain-with-usb-and-lightning-cables-ac6571b2\1_AC6571B2-BLU2_1_5467b710-3eaa-45e4-974f-1d5fcca6dc4c.jpg; images\leather-key-chain-with-usb-and-lightning-cables-ac6571b2\1_AC6571B2-BLU2_1_5467b710-3eaa-45e4-974f-1d5fcca6dc4c.jpg","https://cdn.shopify.com/s/files/1/0616/7258/7444/files/AC6571B2-BLU2_1_5467b710-3eaa-45e4-974f-1d5fcca6dc4c.jpg?v=1749224832","Portachiavi con cavi USB e lightning","Blue Square 2","Portachiavi in pelle con cavo USB Type-C","Piquadro","Skladem",""
